page_id,photo_id,side,register,cropped,src,kept_pct
p323,p323,single,X 44 (1583),processed/cropped/x-44-1583/p323.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522113214.jpg,100.0
p324,p324,single,X 44 (1583),processed/cropped/x-44-1583/p324.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522113222.jpg,88.9
p325,p325,single,X 44 (1583),processed/cropped/x-44-1583/p325.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522113224.jpg,34.9
p326,p326,single,X 44 (1583),processed/cropped/x-44-1583/p326.jpg,raw/Archivio diocesano/X 44 (1583)/IMG20260522113254.jpg,93.8
p327,p327,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p327.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522100843.jpg,100.0
p328,p328,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p328.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522100920.jpg,83.7
p329,p329,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p329.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522100930.jpg,86.6
p330,p330,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p330.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522100945.jpg,90.2
p331,p331,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p331.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522100955.jpg,95.6
p332,p332,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p332.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101001.jpg,91.4
p333,p333,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p333.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101020.jpg,78.4
p334,p334,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p334.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101027.jpg,81.6
p335,p335,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p335.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101038.jpg,97.9
p336,p336,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p336.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101045.jpg,85.8
p337,p337,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p337.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101056.jpg,95.8
p338,p338,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p338.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101102.jpg,83.9
p339,p339,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p339.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101113.jpg,93.5
p340,p340,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p340.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101120.jpg,85.6
p341,p341,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p341.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101136.jpg,99.6
p342,p342,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p342.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101142.jpg,83.3
p343,p343,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p343.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101244.jpg,84.9
p344,p344,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p344.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101250.jpg,82.5
p345,p345,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p345.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101256.jpg,78.8
p346,p346,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p346.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101259.jpg,88.9
p347,p347,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p347.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101304.jpg,77.3
p348,p348,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p348.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101307.jpg,90.7
p349,p349,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p349.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101314.jpg,90.9
p350,p350,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p350.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101318.jpg,81.8
p351,p351,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p351.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101323.jpg,75.8
p352,p352,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p352.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101333.jpg,93.1
p353,p353,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p353.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101341.jpg,87.4
p354,p354,single,X 5 (1642-74),processed/cropped/x-5-1642-74/p354.jpg,raw/Archivio diocesano/X 5 (1642-74)/IMG20260522101348.jpg,87.1
p355,p355,single,X 51,processed/cropped/x-51/p355.jpg,raw/Archivio diocesano/X 51/IMG20260522105125.jpg,29.7
p356,p356,single,X 51,processed/cropped/x-51/p356.jpg,raw/Archivio diocesano/X 51/IMG20260522105132.jpg,35.4
p357,p357,single,X 51,processed/cropped/x-51/p357.jpg,raw/Archivio diocesano/X 51/IMG20260522105144.jpg,90.7
p358,p358,single,X 51,processed/cropped/x-51/p358.jpg,raw/Archivio diocesano/X 51/IMG20260522105155.jpg,89.7
p359,p359,single,X 51,processed/cropped/x-51/p359.jpg,raw/Archivio diocesano/X 51/IMG20260522105546.jpg,85.9
